text,sexist
gülmekten karnıma ağrılar girdi,0.0
evet arkadaşlar yeni iş sektörüne girdim düşünerekten sevdiginden ayrilanlar sevip kavusamiyanlar morali bozuk olanlar aşk acısı cekenler dünyanın,0.0
gibileri adam etmek lazım adam benzetmek lazım adamakıllı köle imişsin adam olursun,1.0
rıza kaybedince oyunculara suç atmaz adam üstlenirdi gerçek efsane,0.0
şehit düşen askerimizden piyade uzman onbaşı i̇smail yazıcı ay evlendiği eşinin hamile öğrenildi,0.0
hollanda kupasında amatör takıma elenen ajax taraftarlarının bilet yol parasını geri ödeyecek,0.0
ocak ayı ajanda tutsakk malum hanginizle zaman aktiviteyi yapacağımı şaşırdım arkadaşlar,0.0
takipçili ince belli sempatik ailesini sahura kaldıran sofrayı kuranhep gergin pamuk yüksek mizaha sahip yüzü türlü gülmeyen aşkta kaybeden güvendiyse sırtından bıçaklanan aşko kuşko harbi delikanlı kız yazmadı,1.0
zordur kız almak arkasokaklar,1.0
erkeklerin kastettiği at kadın bişey,1.0
i̇rlanda sosyal demokrat parti lideri holly cairns i̇srailin gazzede filistin halkına yaşattığı vahşeti anlatacak kelimelerim tükendi i̇nsanlık soykırıma sessiz kalacak politikacılar kafalarını kuma gömecek,0.0
anası ağlayan şehitler kalleşçe vurulan mehmetler sevdiğini bekleyen genç kızlar,0.0
barbie harbi hayatımda delikanlı kız görmedim kardeşim fullyaozturk evimizin misafiri sohbet numara,1.0
erkek dediğin hanımcı olucak,1.0
kızını dövmeyen dizini döver,1.0
araştırmalardan sonucu çıkarıyorum kadınlar evlilikte sorumluluk alıyor fedakarlık sonuçta evlilik erkeğe hizmet dönüşüyor bekar kadın başına başkasının kahrını almamış kadın,1.0
türk kızılayı gençlik kampları kamp liderliği eğitiminde çocuklarımızı emanet edeceğimiz kamp liderleri yetişsin ergen çocuklarımızdaki bayan erkek davranış nöropsikolojlisi eğitimini anlattık,0.0
adam kaçırmak hırsızlık reşit kızla cinsel ilişki kızartıcı ağır suçlardan hüküm giymiş alaattin aydın isimli mahkumun sahte ihbarı araştirilmadan yıldırım hızıyla operasyon kararı alınabilir yeni oyunlar,1.0
gündür katliamlara sırf kariyerleri uğruna ses çıkarmayan türkiye sanat sepet çöp tayfası konu ağaç köpek olunca duyar kasıyorlar haydi buyurun terörist israil tünellere köpekleri canlı bomba gönderiyor katledilenler çocuklar kadınlar için…,0.0
bırakın lan hangimiz zengin fakir hangimiz dev,0.0
elinin hamuru eskişehir işine karışma zagortenay yemeksepetiboykot,1.0
ocak ayı aw hava derece,0.0
ebeveyn komşunuzdan mesaj alsaydınız tepkiniz olurdu,0.0
filozoflar zaman din adamı öldürtmemiştir,1.0
söyleyen kişi bakanlığın erkek atayıp sadece aile bakanlığına kadın bakan atayarak kadının yeri evidir mesajı veren akp grup başkan vekili zerre utanmaları yok avozlemzengin,1.0
oy adam yerine koymak yok oy hizmet yokoy depremde yardım yok oy küfür varoy tehdit varoy öldürüp mezara koyar toprağı üstüne döker bunlarrrr chpningerçekyüzü chpyeoyyok baybaykemal,1.0
japonlardann gazzeye destek geldi umitozdag akrabalarına benze adam ol slk,1.0
hakaretten adam başı k para gelse hepsini osmanlılar ilim kültür vakfına bağışlasam güzel,1.0
kızımı döverdim kızını dövmeyen dizini döver,1.0
hanım hanımcık yerim yaa yağmuryüksel kançiçekleri,1.0
adam sevenin aldığı ödüldür yalnızlık erol özbey,1.0
ezgguler senın gıbı hanım bır kıza yakısıyor carpılar annenı babanı burda rehın alırım vallahı,1.0
doğuda namus kadın kız öldürüp batıda ibneyiz eylemine katılmak nedir hdp kardeş,1.0
ülkede adam kayırma zenginleşme zulüm adaleti̇n hukukun olmadigını cumhur başkanı kabul ediyorkendi ağzından i̇fadeleri,0.0
erkeğin yeri kadının dizinin dibidir aksini iddia erkek veriyordur erkekler yerini bilsin,1.0
görmemişin oğlu olmuş çükünü koparmış,1.0
adam kazandı diyerek milleti aldatan eski genel başkanını hoşgeldiniz güle güle seviyesizliğiyle uğurlayan muharrem i̇nce adam yerine koymak büyük hata,1.0
kadın kısmı yalana denk gelmesin binlerce doğruyu sorgulamak zorunda kalıyor,1.0
bizdeki bilim erleri ödüllü,1.0
ideal erkek dediğin,1.0
hanım hanımcık kız,1.0
gündem yeteri açık seferin kızı yılın olayı olmuş boyu suriyeliye kız vermek olmuş vah salı,1.0
maç sonunda karı ağlayıp bok atan rıza çalımbay yerine derhal sergen yalçın göreve getirilsin yeter ulan saçma sapan teknik direktörler rezil oluyoruz feyyaz uçar başkan hasan arat lütfen gereğini yapın,1.0
çocukken canımı sıkan kelimeydi kız almak vermek anadolu yaşlılar evlenecek kızlar satılmak kelimesini kullanırlardı eskiler bilir mal mıyızderdimbu toplumun bilinçaltı ticaret gözüyle bakıyor evliliğe kız çocuğa erkek tarafı görmemiş,1.0
kadın olmasan cok sınırlenırdım,1.0
anasına bak kızını al,1.0
özlem zengin tbmm tarihinde olaya tanık olmamıştı sizce hanımefendi,0.0
diyaloga başka ülkede rastlamak mümkün,0.0
erkek işi dediler verdiler umarım sefer bozulmazsın,1.0
boş yapmayı kes adamakıllı oyna fred,1.0
erkeğin yeri mutfaktır erkek yerini bilsin,1.0
toplumu saatten adam etmek zor düşünüyorum,1.0
karı kılıklı beğenmiyorsunuz,1.0
yuvayı yapan dişi kuştur barış huzuru sağlayanda kuştur,1.0
maç sonunda karı ağlayıp bok atan rıza çalımbay yerine derhal sergen yalçın göreve getirilsin yeter ulan saçma sapan teknik direktörler rezil oluyoruz feyyaz uçar başkan hasan arat lütfen gereğini yapın,1.0
ideal erkek adam dedigin,1.0
çocukken canımı sıkan kelimeydikız almakvermekanadolu yaşlılar evlenecek kızlar satılmak kelimesini kullanırlardı eskiler bilir mal mıyızderdimbu toplumun bilinçaltı ticaret gözüyle bakıyor evliliğe kız çocuğa erkek tarafı görmemiş,1.0
cinsiyetin sıfatı delikanlı kız gördük kaşar erkek,1.0
anasina bak kizini al demisler yaaa nursemada anasi fesat saniyede satti dogayi kızılcıkşerbeti,1.0
ayrılık sonrası eski sevgilisini unutmayan kız hissediyorum unutamıyorum unutamıyorum,0.0
kadının kadına düşmanlığı komik yok personel müdürü yardımcı kadın işi zorlaştırıyor yardım etmemek direniyor hemcinslerini destek aldığın maasda haram oturduğun koltukta haram personelmüdürü kadınkadınıdüşmanı denizcikadınlar,1.0
kanım başka kanın başka,0.0
güzide borsamızda muhterem arkadaşlarımız hanım evladı,1.0
gavat olma adam ol,1.0
karı ağlama lan,1.0
bugün kişi geldi birinin görüntü erkek davranış kadın diğerinin görüntü kadın davranış erkek tuhaf ikiliydi kafam karıştı,1.0
kadın olmasan yapacağımı bilirdim budaşiddet,1.0
zordur kız almak arkasokaklar,0.0
dershaneyi sevdiğim dakikalar,0.0
bulgaristan gecekorku filmi sahnesi,0.0
arif gözünüz kararmış cilalı taş devri yaratığı feodalite kalıntısı birini düşünce adamı lider görüyorsunuz kürtler eğitilemez değince kızıyorsunuz al sonuç,0.0
ülkede mülteci hırsızlık adam öldürme taciz tecavüz gasp olaylarından ziyade hayvan kaçakçılığına başlamış urfada aslanın kütahya deve kuşunun işi abi,0.0
insanların annesi keske sevgilisiyle aynı evde kalamayacagını öğretmek yerine insanlık kadınlık iyilik öğretseydi,1.0
selam elinin hamuru işe karışan kadınlara,1.0
adam dedigin sabah kalkar gider,1.0
erkek dediğin sakallı olurr iyyy sakalsız erkek be soyulmuş hıyar,1.0
parasız erkeği sadece anası sever paralı erkeği yaşında yaşındaki bakire kız sever,1.0
kimsenin eski türkiye karanlık siyasi ekonomik iklimini geri getirmesine izin vermeyeceğiz mazlumlara gariplere gönlümüzü açık tutacağız rterdogan yıl kasım akparti oy oranı milletvekili tek başına iktidar millette hizmet yolunda yıl,0.0
i̇ki gün tek yönlü sokakta tersten gelen adama geri git işareti yaptım gitmedi dk tekrar git git yaptım anca gitti park edince yanaşıp camı açtı kadın olmasan döverdim dedi koltuğumun yanında duran jopu çıkarıp inmeye yeltendim kaçtı anı,1.0
derbi günü fanatik kız olamadım,1.0
paranın gözünü seveyim foto arasında hafta,0.0
çilek kız çilek erkek olamaz,1.0
kirletmek namus temiz kız vermek,1.0
memlekette sevdiğim iyiliği dokunan çiçek abla zor çocukluk genç kızlık yaşadı mutlu evlendi yeni oğlan çocuğu olmuştu bugün evde ölü bulunmuş kalp krizi geçirmiş galiba üzüldüm dünya gerçekten küçük,0.0
valla kişiyi aradım düşman olduğum kız,0.0
ruhumu dinlendiren bi parça,0.0
erkeğin fıtratında kadına hizmet etmek vardır,1.0
haklı kızını dövmeyen dizini döver,1.0
kadın dırdırı hariç yük taşınır,1.0
yeşilçamdan gerçek hikaye erkeklik öldü atıf bey,1.0
adam dediğin davasından birde sevdasından vazgeçmez,1.0
trakyadan kız almak zor köyün gençlerine kasa bira litre rakı tl nakit veriyorsun,1.0
nereden baksan numara adamlık,0.0
söylersen hak vereceği fikrini yaz,0.0
bakın çabuk diziye girmişim yüzyıllıkmucize,0.0
kızını dövmeyen dizini döver,1.0
erkeklik krizinizi sikem,1.0
yalan yalan erkeklik mertlik kalmış yalan söylüyorsunuz yalan söyleme ihtiyacı duyuyorsunuz insanların güvenini kaybetme hasleti verilmiş anlamadım dürüstlük zor doğruyu konuşsanız olmazmı,1.0
murat ülkerin oğlu fatih ülker sait halim paşa yalısında düzenlenen törenle ayako takasu evlendi,0.0
erkeğin fıtratında güç kuvvet kadının fıtratında narinlik duygusallık vardır erkek övülmeyi kadın sevilmeyi ister,1.0
köye kız vermek istemeyip köyünde taşı sıksa suyunu çıkaracak gençleri şehirden ev almaya zorlayan kızını bodrum katlarına konfeksiyon atölyelerine merdiven silmeye elin evinde hizmetçi olmaya,1.0
terbiyesiz yazarak kendimi kanıtlamaya çalışıyorsun kadın dediğin edepli link,1.0
hafta taksiciyle yolu dolandırdığı tartıştım araçtan inince inip üzerime yürüdü kadın olmasan döverdim söylendi yakınlardaki bakkal kavgayı ayırdı taksicinin saldırgan davranışa cesaret bulamamaları lazım,1.0
şeyh said efendi hain vesika ispatlandığı sadece yıkılan dini değerlerini korumaya çalışan uğurda şehid müslümandır,0.0
ekremi̇mamoğlu mealen didem aslanın olmasını istedim gündeme getirdiği erkeğin yerde kadının ayrı boyut katar binaliyıldırım istemedi,0.0
adamsan kadınlık görürsün,1.0
ümit özatın dediği futbolcu olmassa kız bakarmıydı,1.0
türkiye gençlik vakfı tügva çankırı şubesinde genç kardeşlerimizle selamlaştık,0.0
at kadın gercekten kadındır,1.0
evliliği kız almak kız vermek gören zihniyet kullanılıyor sinir oluyorum falanca kızını vermiş diyorlar eşya vermiş,1.0
kadın dırdırı hariç türlü dert çekilir,1.0
ponçik kız herkesten nefret edebilir kız nefret ediyorsa bi iş vardır,1.0
adamın dibi yemin ederim,1.0
eksik akıl eksik etek eksik insanlık demet,1.0
takım prosedürleri yerine getirmek suretiyle alınan unvanlarla bilim adamı prosedür yapılanları bilimsel araştırma zannedenler akademisyenlerin evvel emirde okuyup öğrenip yazı sözle başkalarına aktarmanın bilim olmadığını,0.0
trabzonluyum hepimiz mavi gözlüyüz ailem sarisin hic sevmedigim erkek tipi sarisin renkli gözlü adama benzemiyolar oyuncak bebege benziyolar erkek adam dedigin kara gözlü kara sacli sarisin erkekler kizlara benziyor,1.0
peki evliyken karilik yapmayanin sucu yokmu kocasini evde tutamayan yapmacik karilarin günahi feritten kacan seyran di bildigim,1.0
helâl yiğidim i̇şte adamlık budur gülşen bubikoğlu tayt dolar hülya avşar i̇srailli okşan büyükfilistinyürüyüşü hakan fidan deprem ebuubeyde ümit özdağ tayt,1.0
erkek adam dedigin,1.0
i̇stanbul büyük deprem olmayacak diyen prof dr şener üşümezsoy yanıt veren prof dr naci görür yanıt verdi diyen bilim adamı,0.0
tarim kredi̇ kooperati̇fi̇ hayırdır çam ağacı süslemek nedir carrefour migros farkınız kaldı müslümanlar sahip çıkacak,0.0
geceye erkeklerin çektiği kadın dırdırı ahirette günahlarına kefaret olurmu,1.0
senaryoda yazmıyordur mesela burcu alptekinin eseri,0.0
erkeğin fıtratında kadına köle,1.0
eee olmuş neticede kadınsın eksik etek,1.0
prof dr naci görür i̇stanbulda deprem olmayacak demek büyük vebalin altına girmek demek i̇stanbulda risk yok diyen kişi bilim adamı,0.0
erkeğin yerde taciz sapıklık vardır evrensel gerçek hadi işin ulus devlet boyutu ilgilendirmiyor türk erkekleri problemli türklerden problemli milyonlarca herifi türkiye kabul etmek zorunda mıyız,1.0
eksik etek mini olaydı iyi gurur duyardın kemalist kafa,1.0
kafede oturuyorum bi kız erkek oturuyor kızın muhabbet aynen içki içiyorum erkek arkadaşım açık açık söylüyorum kısıtlayıcı davranınca rahatsız oldum erkeklik gururun varsa masadan kalk kardeşim,1.0
perde takmak erkeğin fıtratında,1.0
efsane kadro birlikte cumartesi günü gelecek bilimde youtube kanalında olacağız yayını kaçırmayın,0.0
araştırmalara türk kadınları erkeklerin ömrünü dırdırdan yıl uzatıyorlarmış boşuna demişler kadın dırdırı ruhun gıdasıdır yaa gördünüz beyler giymetimizi bilin yav,1.0
erkeğin fıtratında kadına köle erkek yerini bilsin,1.0
rica ediyorum çocuklarınıza büyüyünce doktor mühendis sanatçı bilim adamı mahçup olmayı öğretin utanan kalmadı,0.0
kadın olmasan derdim,1.0
kız kardeşim evleniyor kız vermek zormuş,1.0
metreden piyade tüfeğiyle üçte vuramayana kız verilmemeli,1.0
i̇ki gündür hastalıktan geberiyorum rapor almak doktora gittim aç ağzını dedi sadece boğazıma baktı sigara kullanıyormusun dedi evet dedim sedyede öylece bıraktı haline bak dudakların morarmış hayır kadın olmasan hakaret edecem doktor,1.0
gavat oğlu gavat erkek dediğin tek gecelik ilişkisini saklar afişe etmez yanındaki kadın konuşturmaz mahrem bilir gavatların yarın öbürgün karısına saygısının kalmayacağına emin olun,1.0
dakikalık erkeklik yıl karılık yaptırır gardaş,1.0
kadın dırdırı hariç herşeyi çekerim,1.0
nörolojik vakaların tamamı kadın dırdırı kesin bilgi,1.0
adam öldürme den yargılayın bence,0.0
kocaeli belediye başkan adayımız prof dr doğan aydal hocamız olmuştur sanayi şehrine yakışır bürokrat bilim adamı hocamız partimize kocaeli mize kıymetli genel başkan vekilimiz doğan aydal hocamıza hayırlı gözün aydın kocaeli …,0.0
zannediyorum alevilerin zoru derdi sünnilerden kız almak,1.0
kız vermek zormuş allah babalarımızın yardımcısı,1.0
kadın zor kurbağa öper yüzyıllarca uyur cüceyle yaşar kuleye kapatılır masal prensesi olsan kadınlık zor,1.0
kız almak kız vermek i̇kisini denedim tarafımı bekarlık seçiyorum,1.0
bugun burda cok erkek kardeş abilerimizde kadın dırdırı söz konusu günün tavsiyesi ölü taklidi yapında kurtulun,1.0
noksan gökyüzü mavi nemenem mavi neyin nesi bulut erkeklik öldü be,1.0
aynen adamın dimi,1.0
iskoçların kızdıkları bi laf vardır eksik etek oyu eksik buyu eksik den iyi takım,1.0
babam hıristiyana kız vermek günah dedi rus erkeğiyle evlenmiceksem doğdum,1.0
erkeklik öldü yanımızdaki kızı müdafaa ettik,1.0
erkeğin yerde gerçekleşen kötü olaylara şaşırmamayı öğrenemediniz kızlar gündür kadir doğuluya kızıyorsunuz,1.0
anasına bak kızını al misali hocam doğurdum inanmazsanız kanıtlarım,1.0
gereksiz vekil anasına bak kızını al derler babasına bak anla,1.0
kafa dinleyince anlıyorsun kadın dırdırı leş bişey yok,1.0
tuncli kız almak içine adım atılmaz arkadaşlar görüldü onaylandı,1.0
ezgi özsar adamdır hemide adamın dimi,1.0
kızlarda kızlık bozma erkeklerde erkeklik bozma,1.0
memleketten kiz alinir bandirma erdek susurluk balikesir izmir aydin mugla eskisehir ankara istanbul antalya bursa van nevsehir canakkale artvin sinop samsun tekirdag edirne kirklareli mersin hatay tunceli,1.0
noksan gökyüzü mavi nemenem mavi neyin nesi bulut erkeklik öldü be,1.0
derlerya hayat eve sığar inanmayın hikaye evde hayat yok çamaşır bulaşık ütü temizlik koca derdi kadın dırdırı cocuk vırvırı hayat eve sığardı kaymaklı bisküviyi ikiye ayırıp kaymağını yiyenler burdaysa çay yapsın geliyorum,0.0
elinin hamuru futbol oynama geç mutfağa pide aç töre valla yetti,1.0
faizin içkinin uyuşturucunun içildiği zinanın serbest olduğuadam kayırmanın rüşvetin kol gezdiği ülkede yılbaşı kutlansa kutlanmasa i̇yi akşamlar hayırlı cumalarbu gece,0.0
rezil olduk aq yunanlara rezil olduk yunanlar lutfen kavgaci millet degiliz sadece ara toplum gergin süreçten geciyoruz kiz vermek istemezseniz saygi duyarız survivor survivorgr,1.0
oo anamın kızlık soyadına favlamış,1.0
knk evli bi kadın olmasan ahlaksızlık edebilir muratlarımı kurtarsaydık şuradan,1.0
erkeğin fıtratında güç kuvvet kadının fıtratında narinlik duygusallık vardır erkek övülmeyi kadın sevilmeyi isterhadi derin mevzular iyi uykular iyi geceler,1.0
sığıntılar gönderilmiyor gönderilmesin kızını bacını koruyacaksın yeri gelir kapı komşuna güvenemezsin afrika köyünden çıkıp gelmiş adama kız vermek demek yıl yapanın adamlığı şerefi kalırdı devirden korkuyorum,1.0
adam sevmeyi adam olmayı beceremiyorsan sevmeyeceksin kayacım problemin varsa git tedavi ol abidinin yanına uğra adamlık dersi versin razıyım abidinim iyi yalıçapkını abidin ersinarıcı abim abim oh,1.0
kolum dili karşı cinsleride sevmiyorum kadın dediğin kibar naif olmalı ağzında küfür bitirim ayakları geçin,1.0
bedelli askerlik yapmış birine halk oy vermez eskiden kız vermezdi,1.0
anasına bak kızını al kenarına bak bezini al,1.0
amin diyen kız influencer,0.0
dusan tadic ailesiyle birlikte vakit geçiriyor,0.0
pendik saldırganlar istenen ceza belli,0.0
aydınlığı yangın sanıp söndürmeye koşan zavallı insanlarım karanlığa alışmışsınız yıldızlar rahatsız düşüncenin kuduz köpek kovalandığı ülkede düşünce adamı çıkar cemil meriç,0.0
kız vermek zor derlerdi kız kardeşini kanını canını çocukluk arkadaşını sırdaşını suç ortağını allı pullu gelinliğin görmek… evden dualarla çıkarken beline kuşağını bağlamak karmaşık duygular içersindeyim uzvumu kaybettim sarecaliskann,1.0
toplum yüksek sesle video izleyenler milli güvenlik sorunudur acilen duruma çözüm bulunmalıdır,0.0
köyden di̇ri̇ vücutlu kız almak lazım,1.0
ahmağa güzel kız vermek eşeğe çiçek yedirmeye benzer,1.0
babasının tanesiydi onuda aldım yazı gelin arabasının üzerinde yazıyor bilen insan arabaya binmezdi heralde,0.0
anasina bak kizini al demişler,1.0
kız almak kız istemek demek karpuz alıyorsun otoban kenarında kiz almak demek aliyosun,1.0
trabzondan kız almak kolay değilmiş vatikaninsifresibirtemelmacerasi,1.0
bak kafam allak bullak ana avrat soy sop dalacam sonunda sahadaki ayrı sıkıntı rivadaki ayrı,1.0
erkek adam psikoloğa gitmez gitmez gözünün görmediği yere gazlar görmeye başladığında evine geri döner,1.0
uzun zamandır erkek rivals izlemiyoruz messi dani alves messi suarez pepe ramos ronaldo neydi amk,0.0
cumhuriyetin yılında eskişehirde öğretmendim kadın erkek ayrımı nedir bilmezdik birlikte sinemaya tiyatroya gidilirdi çarşaflı tek kadın görmezdik erkekler şapkalı kadınlar başı açık modern yaşıyorduk bugün modern türk kadını denince…,0.0
hastayım usuyom taktım erkeklik elden gidiyeah,1.0
yeniyıl yeniyilinizkutluolsun yeniyıl ikibinyirmiiki mutluyıllar atatürk ilke devrimlerinin aydınlığında kadın erkeğin fıtratında eşitlik partimizin tbmm gönderdiği kadın vekil sayısı gösterdiği yıl mutlu yıllar,0.0
ezilenler arasında din adamı göremezsiniz din adamları ezen sınıfın asalağıdır jean paul sartre,0.0
fırsat verdinizde olmayı tercih yüzlıllar boyu horlanan eksik etek görülen türk kadını kurtuluş savaşı cumhuriyetle toplumda hak yeri almıştır,1.0
ment at annenin kızlık soyadının harfini tahmin edeyim,0.0
anasına bak kızını al boşuna söylememişler,1.0
benimde yengemin kardeşi hapisten çıkınca kahraman karşılandı suçu gasp son uyuşturucu yüzünden adam öldürme,0.0
kızım ceyda yükseli katleden serkan di̇ndar ülkede kasten insan öldürmeden mühebbet hapisle yargılanırken haksız tahrik indirimi aldı gerekçeli karar ci̇nsel i̇li̇şki̇yi̇ red etmek katilde elem öfke sonucu öldürme gerekçesi̇ sayilarak meşrulaşti,0.0
vay kardesim demek kızlık zarı airbag benzetmesi he iyisin,1.0
erkeğin fıtratında kadına köle ”,1.0
cıvıl cıvılken manitam yanımda put duruyorsa ilişki twittercombakindalganiza…,0.0
yengeç burcu anlatan yeşilçam filmi öldü atıf bey,0.0
orasını burasını açmış kadını önümüze sermekten bıkmadınız önüne gelen kopyala yapıştır paylaşıyor kadın reklamını yapamadı sayenizde başardı yeter daaa anladık…,1.0
dertbela tebelleş başıma gece tahsildar girer düşüme mahçup etme can yoldaşıma erkeklik öldü bre tohtur beğ akarakoç,1.0
birazdan sınava gideceğim sistemin dayattığı zorbaliktan sınav stresinden peçeme yapılacak hakaretler stresliyim duam odurki allah zül celal kulunu mahzun mağdur bırakmaz zulumler elbet son bulacak selam aleyküm gidipte gelmemek,0.0
